Club,Año,Formation,sum(Min),sum(Sh),sum(G),sum(ShA),sum(GA),Edad,Valor plantilla (mill. €),Amarillas,Rojas,Posesión (%),Acierto Pase (%),Rating,Pais
Lorient,2022,4-2-3-1,1141,149,19,157,18,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lorient,2022,4-3-3,625,61,10,114,8,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lorient,2022,4-4-2,50,7,3,14,1,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lorient,2022,4-5-1,22,1,1,6,1,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lorient,2022,5-3-2,21,4,0,5,0,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lorient,2022,3-5-2,19,4,0,3,2,24.4,92.10,21,1,42.9,81.2,6.7,Francia
Lyon,2022,4-3-3,703,110,15,72,9,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Lyon,2022,4-2-3-1,420,66,6,56,4,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Lyon,2022,3-5-2,336,64,6,38,6,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Lyon,2022,4-4-2,162,15,1,27,2,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Lyon,2022,4-3-1-2,97,11,0,6,1,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Lyon,2022,4-5-1,64,7,0,7,1,25.5,207.50,32,2,59.0,85.1,6.74,Francia
Mainz 05,2022,3-4-3,794,111,8,107,14,24.6,122.80,34,1,44.7,72.2,6.57,Alemania
Mainz 05,2022,3-5-2,651,86,11,85,11,24.6,122.80,34,1,44.7,72.2,6.57,Alemania
Mainz 05,2022,5-4-1,97,13,2,15,1,24.6,122.80,34,1,44.7,72.2,6.57,Alemania
Mainz 05,2022,4-4-2,40,9,0,2,0,24.6,122.80,34,1,44.7,72.2,6.57,Alemania
Mainz 05,2022,4-5-1,11,0,0,1,1,24.6,122.80,34,1,44.7,72.2,6.57,Alemania
Mallorca,2022,5-4-1,1054,97,6,138,11,27.8,78.30,69,2,41.6,77.6,6.51,España
Mallorca,2022,5-3-2,404,30,5,56,5,27.8,78.30,69,2,41.6,77.6,6.51,España
Mallorca,2022,3-4-3,175,23,1,11,1,27.8,78.30,69,2,41.6,77.6,6.51,España
Mallorca,2022,4-4-2,113,10,2,16,1,27.8,78.30,69,2,41.6,77.6,6.51,España
Mallorca,2022,4-2-3-1,46,5,1,5,0,27.8,78.30,69,2,41.6,77.6,6.51,España
Mallorca,2022,4-3-3,17,5,0,2,0,27.8,78.30,69,2,41.6,77.6,6.51,España
Manchester City,2022,4-3-3,1427,265,44,106,14,26.7,1.12,19,1,65.4,89.3,6.9,Inglaterra
Manchester City,2022,3-4-3,301,43,5,20,1,26.7,1.12,19,1,65.4,89.3,6.9,Inglaterra
Manchester City,2022,4-2-3-1,138,24,4,17,3,26.7,1.12,19,1,65.4,89.3,6.9,Inglaterra
Manchester City,2022,4-4-2,33,4,0,6,2,26.7,1.12,19,1,65.4,89.3,6.9,Inglaterra
Manchester United,2022,4-2-3-1,1764,253,31,221,22,26.1,742.10,50,0,51.8,81.4,6.73,Inglaterra
Manchester United,2022,4-3-3,123,21,1,21,3,26.1,742.10,50,0,51.8,81.4,6.73,Inglaterra
Marseille,2022,3-4-3,1775,263,39,217,16,26.0,236.35,36,3,56.7,83.9,6.77,Francia
Marseille,2022,5-3-2,10,1,0,1,0,26.0,236.35,36,3,56.7,83.9,6.77,Francia
Monaco,2022,4-4-2,1043,131,29,146,16,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Monaco,2022,4-2-3-1,288,59,6,35,4,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Monaco,2022,3-4-3,190,25,3,32,1,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Monaco,2022,5-3-2,111,6,1,20,1,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Monaco,2022,3-5-2,110,7,2,14,3,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Monaco,2022,4-3-1-2,45,6,1,9,1,23.9,302.90,36,4,47.8,80.8,6.75,Francia
Montpellier,2022,4-2-3-1,1140,139,21,158,19,25.3,103.90,42,7,45.4,77.7,6.51,Francia
Montpellier,2022,4-3-3,280,25,5,49,12,25.3,103.90,42,7,45.4,77.7,6.51,Francia
Montpellier,2022,5-3-2,277,31,2,47,5,25.3,103.90,42,7,45.4,77.7,6.51,Francia
Montpellier,2022,4-4-2,80,6,0,22,4,25.3,103.90,42,7,45.4,77.7,6.51,Francia
Monza,2022,3-4-3,1098,152,19,121,12,26.5,114.90,42,1,55.4,84.2,6.53,Italia
Monza,2022,3-5-2,678,65,4,97,16,26.5,114.90,42,1,55.4,84.2,6.53,Italia
Monza,2022,4-4-2,22,2,0,3,0,26.5,114.90,42,1,55.4,84.2,6.53,Italia
Nantes,2022,4-2-3-1,593,80,10,66,10,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Nantes,2022,4-3-3,345,55,4,48,4,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Nantes,2022,5-4-1,276,32,5,38,6,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Nantes,2022,3-5-2,187,24,1,32,1,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Nantes,2022,4-4-2,187,23,1,24,0,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Nantes,2022,3-4-3,185,22,0,27,3,25.7,118.85,29,4,46.0,80.0,6.63,Francia
Napoli,2022,4-3-3,1476,266,40,163,12,25.9,543.00,27,0,61.2,87.2,6.85,Italia
Napoli,2022,4-2-3-1,319,60,6,30,2,25.9,543.00,27,0,61.2,87.2,6.85,Italia
Newcastle United,2022,4-3-3,1886,287,32,212,11,27.5,482.90,36,0,50.8,78.5,6.82,Inglaterra
Newcastle United,2022,4-2-3-1,23,4,1,1,0,27.5,482.90,36,0,50.8,78.5,6.82,Inglaterra
Nice,2022,4-4-2,488,75,5,65,4,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nice,2022,3-4-3,454,51,5,67,5,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nice,2022,4-2-3-1,371,58,7,33,6,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nice,2022,4-3-3,189,17,1,19,1,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nice,2022,3-5-2,187,12,3,29,2,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nice,2022,5-4-1,94,4,1,12,2,24.0,191.10,30,3,50.5,84.7,6.65,Francia
Nottingham Forest,2022,4-3-3,736,65,5,101,11,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,4-3-1-2,329,50,4,36,3,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,3-5-2,264,35,3,50,4,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,5-3-2,234,17,0,51,9,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,3-4-3,170,23,2,21,4,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,4-2-3-1,111,19,1,21,4,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Nottingham Forest,2022,4-4-2,28,5,1,2,0,26.8,315.90,44,0,39.8,74.6,6.47,Inglaterra
Osasuna,2022,4-3-3,799,99,9,89,6,27.8,124.20,52,4,47.7,78.1,6.51,España
Osasuna,2022,4-4-2,317,45,6,26,2,27.8,124.20,52,4,47.7,78.1,6.51,España
Osasuna,2022,4-5-1,246,33,2,29,5,27.8,124.20,52,4,47.7,78.1,6.51,España
Osasuna,2022,4-2-3-1,206,28,1,20,2,27.8,124.20,52,4,47.7,78.1,6.51,España
Osasuna,2022,5-3-2,127,14,0,16,2,27.8,124.20,52,4,47.7,78.1,6.51,España
Osasuna,2022,5-4-1,9,0,0,3,0,27.8,124.20,52,4,47.7,78.1,6.51,España
Paris Saint Germain,2022,3-4-3,909,143,23,104,4,25.7,894.40,35,3,61.4,90.5,6.89,Francia
Paris Saint Germain,2022,4-3-1-2,438,62,12,55,4,25.7,894.40,35,3,61.4,90.5,6.89,Francia
Paris Saint Germain,2022,3-5-2,285,52,9,22,3,25.7,894.40,35,3,61.4,90.5,6.89,Francia
Paris Saint Germain,2022,4-3-3,139,26,4,20,3,25.7,894.40,35,3,61.4,90.5,6.89,Francia
Paris Saint Germain,2022,4-4-2,6,1,0,0,0,25.7,894.40,35,3,61.4,90.5,6.89,Francia
RasenBallsport Leipzig,2022,4-4-2,617,110,21,62,9,25.2,493.30,27,1,56.9,83.5,6.72,Alemania
RasenBallsport Leipzig,2022,3-5-2,490,74,7,55,9,25.2,493.30,27,1,56.9,83.5,6.72,Alemania
RasenBallsport Leipzig,2022,4-2-3-1,484,68,10,46,6,25.2,493.30,27,1,56.9,83.5,6.72,Alemania
RasenBallsport Leipzig,2022,3-4-3,72,8,1,4,0,25.2,493.30,27,1,56.9,83.5,6.72,Alemania
RasenBallsport Leipzig,2022,5-3-2,11,0,0,2,0,25.2,493.30,27,1,56.9,83.5,6.72,Alemania
Rayo Vallecano,2022,4-2-3-1,1299,156,16,173,16,28.4,91.50,44,2,53.6,80.3,6.53,España
Rayo Vallecano,2022,4-4-2,243,52,7,20,4,28.4,91.50,44,2,53.6,80.3,6.53,España
Rayo Vallecano,2022,3-4-3,95,14,0,6,0,28.4,91.50,44,2,53.6,80.3,6.53,España
Rayo Vallecano,2022,4-5-1,90,13,1,15,2,28.4,91.50,44,2,53.6,80.3,6.53,España
Real Betis,2022,4-2-3-1,1496,174,19,193,13,28.5,260.00,36,8,51.5,82.8,6.62,España
Real Betis,2022,4-3-1-2,74,8,0,6,0,28.5,260.00,36,8,51.5,82.8,6.62,España
Real Betis,2022,4-5-1,47,2,0,13,1,28.5,260.00,36,8,51.5,82.8,6.62,España
Real Betis,2022,5-4-1,6,0,0,2,0,28.5,260.00,36,8,51.5,82.8,6.62,España
Real Madrid,2022,4-3-3,1605,277,38,199,16,27.9,849.00,26,1,57.8,89.6,6.83,España
Real Madrid,2022,4-2-3-1,16,6,0,1,0,27.9,849.00,26,1,57.8,89.6,6.83,España
Real Madrid,2022,3-4-3,7,3,0,1,0,27.9,849.00,26,1,57.8,89.6,6.83,España
Real Sociedad,2022,4-3-1-2,1269,169,20,138,12,25.3,380.50,51,1,54.2,82.5,6.66,España
Real Sociedad,2022,4-4-2,290,29,7,42,5,25.3,380.50,51,1,54.2,82.5,6.66,España
Real Sociedad,2022,4-2-3-1,99,15,1,7,0,25.3,380.50,51,1,54.2,82.5,6.66,España
Real Sociedad,2022,4-3-3,56,12,0,4,1,25.3,380.50,51,1,54.2,82.5,6.66,España
Real Valladolid,2022,4-3-3,1228,156,8,162,19,27.9,69.80,39,2,48.5,79.9,6.49,España
Real Valladolid,2022,5-3-2,188,16,4,40,4,27.9,69.80,39,2,48.5,79.9,6.49,España
Real Valladolid,2022,3-5-2,143,13,1,29,2,27.9,69.80,39,2,48.5,79.9,6.49,España
Real Valladolid,2022,4-4-2,111,12,0,23,3,27.9,69.80,39,2,48.5,79.9,6.49,España
Real Valladolid,2022,4-2-3-1,46,3,0,11,0,27.9,69.80,39,2,48.5,79.9,6.49,España
Reims,2022,3-5-2,763,97,9,110,8,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Reims,2022,4-2-3-1,753,110,9,95,4,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Reims,2022,5-3-2,112,14,1,28,6,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Reims,2022,4-4-2,59,6,0,11,2,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Reims,2022,3-4-3,54,6,2,5,1,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Reims,2022,4-3-3,48,5,0,7,2,24.1,86.55,42,8,42.6,77.5,6.61,Francia
Rennes,2022,4-4-2,928,157,22,80,8,24.1,323.95,31,6,56.1,84.7,6.69,Francia
Rennes,2022,4-3-3,708,103,12,88,10,24.1,323.95,31,6,56.1,84.7,6.69,Francia
Rennes,2022,3-4-3,96,8,1,8,0,24.1,323.95,31,6,56.1,84.7,6.69,Francia
Rennes,2022,4-2-3-1,94,16,2,14,2,24.1,323.95,31,6,56.1,84.7,6.69,Francia
Rennes,2022,5-4-1,47,7,0,4,2,24.1,323.95,31,6,56.1,84.7,6.69,Francia
Roma,2022,3-4-3,1151,176,16,139,10,25.7,361.75,41,0,48.7,82.0,6.63,Italia
Roma,2022,3-5-2,578,65,6,57,6,25.7,361.75,41,0,48.7,82.0,6.63,Italia
Roma,2022,4-2-3-1,33,3,1,3,0,25.7,361.75,41,0,48.7,82.0,6.63,Italia
Roma,2022,4-3-1-2,21,8,2,2,0,25.7,361.75,41,0,48.7,82.0,6.63,Italia
Roma,2022,5-3-2,20,1,0,4,0,25.7,361.75,41,0,48.7,82.0,6.63,Italia
Salernitana,2022,3-5-2,1517,173,21,253,31,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Salernitana,2022,4-3-3,96,10,2,15,1,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Salernitana,2022,3-4-3,95,12,2,17,2,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Salernitana,2022,4-5-1,95,5,0,9,2,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Salernitana,2022,5-3-2,93,8,0,16,2,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Salernitana,2022,4-4-2,11,2,0,1,0,26.4,101.90,44,3,44.5,78.8,6.45,Italia
Sampdoria,2022,4-3-3,700,73,2,83,15,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,3-5-2,562,59,2,83,8,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,4-3-1-2,146,18,2,22,2,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,4-2-3-1,120,12,2,21,0,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,4-4-2,114,14,0,13,2,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,4-5-1,95,9,0,17,3,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sampdoria,2022,5-3-2,78,11,0,4,2,26.0,66.83,63,1,48.3,77.8,6.34,Italia
Sassuolo,2022,4-3-3,1541,218,17,197,22,25.5,199.60,48,2,48.3,81.5,6.47,Italia
Sassuolo,2022,4-2-3-1,238,32,1,29,4,25.5,199.60,48,2,48.3,81.5,6.47,Italia
Sassuolo,2022,4-4-2,12,0,0,4,1,25.5,199.60,48,2,48.3,81.5,6.47,Italia
Sassuolo,2022,5-3-2,12,0,0,3,2,25.5,199.60,48,2,48.3,81.5,6.47,Italia
Schalke 04,2022,4-2-3-1,884,128,6,137,18,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Schalke 04,2022,4-4-2,263,32,6,36,8,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Schalke 04,2022,4-3-3,235,18,2,58,9,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Schalke 04,2022,4-5-1,90,15,0,17,3,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Schalke 04,2022,3-5-2,81,7,0,9,1,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Schalke 04,2022,3-4-3,45,1,0,5,2,26.9,57.60,36,1,44.0,72.3,6.38,Alemania
Sevilla,2022,4-2-3-1,645,84,7,103,11,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,4-3-3,291,36,3,45,7,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,3-4-3,277,27,2,36,2,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,4-4-2,202,28,2,25,2,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,5-3-2,163,21,2,27,2,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,3-5-2,73,7,1,11,0,28.7,230.00,63,7,57.1,85.1,6.48,España
Sevilla,2022,5-4-1,72,8,1,12,2,28.7,230.00,63,7,57.1,85.1,6.48,España
Southampton,2022,4-2-3-1,884,93,7,103,18,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,4-4-2,470,68,6,71,6,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,3-5-2,196,21,2,24,2,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,5-3-2,138,16,2,23,4,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,3-4-3,90,11,0,10,2,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,5-4-1,72,9,0,14,2,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,4-3-3,29,4,0,5,0,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Southampton,2022,4-5-1,19,0,0,2,1,25.2,354.50,32,0,43.8,76.1,6.49,Inglaterra
Spezia,2022,3-5-2,1693,188,15,295,27,25.4,81.70,51,2,45.9,75.2,6.42,Italia
Spezia,2022,4-3-3,94,15,2,24,2,25.4,81.70,51,2,45.9,75.2,6.42,Italia
Spezia,2022,4-4-2,62,9,0,13,1,25.4,81.70,51,2,45.9,75.2,6.42,Italia
Spezia,2022,3-4-3,50,4,0,8,2,25.4,81.70,51,2,45.9,75.2,6.42,Italia
Strasbourg,2022,3-5-2,1064,123,14,148,20,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,4-3-1-2,308,45,3,33,5,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,5-3-2,218,18,4,49,3,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,3-4-3,105,9,2,15,5,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,4-4-2,67,15,0,5,1,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,4-2-3-1,29,5,1,1,0,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Strasbourg,2022,4-3-3,7,2,0,0,0,26.5,93.30,34,4,47.0,79.2,6.53,Francia
Torino,2022,3-4-3,1612,201,18,214,19,24.2,162.18,46,0,53.0,79.8,6.53,Italia
Torino,2022,3-5-2,187,25,1,19,1,24.2,162.18,46,0,53.0,79.8,6.53,Italia
Torino,2022,4-3-3,3,1,0,0,0,24.2,162.18,46,0,53.0,79.8,6.53,Italia
Tottenham,2022,3-4-3,1469,217,31,214,22,26.3,723.30,42,1,50.7,84.1,6.71,Inglaterra
Tottenham,2022,3-5-2,300,43,4,60,6,26.3,723.30,42,1,50.7,84.1,6.71,Inglaterra
Tottenham,2022,5-3-2,148,22,3,16,2,26.3,723.30,42,1,50.7,84.1,6.71,Inglaterra
Tottenham,2022,4-4-2,53,12,2,4,1,26.3,723.30,42,1,50.7,84.1,6.71,Inglaterra
Tottenham,2022,5-4-1,14,2,0,4,0,26.3,723.30,42,1,50.7,84.1,6.71,Inglaterra
Toulouse,2022,4-3-3,992,123,20,164,20,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Toulouse,2022,4-2-3-1,470,57,7,62,8,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Toulouse,2022,5-4-1,189,28,2,20,2,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Toulouse,2022,3-4-3,92,14,0,20,3,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Toulouse,2022,5-3-2,20,1,0,5,0,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Toulouse,2022,4-5-1,9,1,0,3,1,24.2,64.75,29,2,51.4,80.4,6.63,Francia
Troyes,2022,5-4-1,1062,158,21,160,26,25.1,70.10,35,2,41.7,81.4,6.55,Francia
Troyes,2022,4-2-3-1,370,30,4,72,9,25.1,70.10,35,2,41.7,81.4,6.55,Francia
Troyes,2022,3-4-3,190,18,2,30,3,25.1,70.10,35,2,41.7,81.4,6.55,Francia
Troyes,2022,5-3-2,97,19,2,5,2,25.1,70.10,35,2,41.7,81.4,6.55,Francia
Troyes,2022,3-5-2,60,10,1,11,0,25.1,70.10,35,2,41.7,81.4,6.55,Francia
Udinese,2022,3-5-2,1787,265,27,221,21,24.8,137.25,43,1,49.7,81.8,6.6,Italia
Udinese,2022,4-3-3,6,3,0,0,0,24.8,137.25,43,1,49.7,81.8,6.6,Italia
Udinese,2022,4-3-1-2,6,1,0,1,0,24.8,137.25,43,1,49.7,81.8,6.6,Italia
Union Berlin,2022,3-5-2,1512,202,28,176,20,27.1,117.90,30,1,43.1,73.6,6.63,Alemania
Union Berlin,2022,5-3-2,42,3,1,1,0,27.1,117.90,30,1,43.1,73.6,6.63,Alemania
Union Berlin,2022,4-5-1,30,0,0,4,2,27.1,117.90,30,1,43.1,73.6,6.63,Alemania
Valencia,2022,4-3-3,1051,154,19,98,12,24.9,249.50,48,4,58.0,83.1,6.57,España
Valencia,2022,4-4-2,254,39,4,30,4,24.9,249.50,48,4,58.0,83.1,6.57,España
Valencia,2022,4-2-3-1,235,33,1,30,3,24.9,249.50,48,4,58.0,83.1,6.57,España
Valencia,2022,5-4-1,100,13,1,18,1,24.9,249.50,48,4,58.0,83.1,6.57,España
Verona,2022,3-5-2,920,108,8,166,20,26.0,82.65,54,3,42.8,70.9,6.45,Italia
Verona,2022,3-4-3,876,106,9,111,10,26.0,82.65,54,3,42.8,70.9,6.45,Italia
Verona,2022,5-3-2,14,1,0,2,1,26.0,82.65,54,3,42.8,70.9,6.45,Italia
VfB Stuttgart,2022,3-5-2,659,79,7,101,15,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
VfB Stuttgart,2022,4-3-3,390,54,6,60,7,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
VfB Stuttgart,2022,3-4-3,228,29,0,22,3,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
VfB Stuttgart,2022,4-4-2,212,46,4,25,4,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
VfB Stuttgart,2022,4-2-3-1,124,19,1,12,2,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
VfB Stuttgart,2022,4-3-1-2,95,17,4,14,1,23.3,128.85,35,4,48.0,79.7,6.53,Alemania
Villarreal,2022,4-4-2,934,122,12,122,6,28.2,293.70,42,2,52.8,85.2,6.65,España
Villarreal,2022,4-3-3,581,70,7,88,4,28.2,293.70,42,2,52.8,85.2,6.65,España
Villarreal,2022,4-2-3-1,183,20,1,18,3,28.2,293.70,42,2,52.8,85.2,6.65,España
Villarreal,2022,4-3-1-2,27,3,1,7,0,28.2,293.70,42,2,52.8,85.2,6.65,España
Werder Bremen,2022,3-5-2,1569,184,27,244,35,24.8,73.05,32,1,50.6,76.6,6.56,Alemania
Werder Bremen,2022,4-3-3,24,1,0,3,1,24.8,73.05,32,1,50.6,76.6,6.56,Alemania
Werder Bremen,2022,3-4-3,8,1,0,0,0,24.8,73.05,32,1,50.6,76.6,6.56,Alemania
Werder Bremen,2022,4-4-2,7,1,0,2,0,24.8,73.05,32,1,50.6,76.6,6.56,Alemania
West Ham,2022,4-2-3-1,1338,194,13,165,20,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
West Ham,2022,3-4-3,253,50,3,19,3,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
West Ham,2022,4-4-2,124,14,0,27,1,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
West Ham,2022,4-3-3,88,12,1,15,1,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
West Ham,2022,3-5-2,66,3,0,6,0,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
West Ham,2022,4-5-1,24,0,0,5,0,27.6,472.50,26,0,44.0,79.7,6.57,Inglaterra
Wolfsburg,2022,4-5-1,613,85,14,108,6,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolfsburg,2022,4-3-3,465,65,17,53,4,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolfsburg,2022,4-2-3-1,285,38,2,36,4,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolfsburg,2022,4-4-2,136,8,1,26,3,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolfsburg,2022,3-5-2,50,6,1,9,3,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolfsburg,2022,4-3-1-2,46,4,0,11,0,24.2,188.20,35,0,50.5,78.5,6.7,Alemania
Wolverhampton Wanderers,2022,4-2-3-1,768,96,5,96,13,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,4-3-3,718,79,6,105,9,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,3-4-3,143,22,1,29,4,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,3-5-2,94,20,0,11,1,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,5-3-2,82,7,0,14,1,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,4-5-1,58,2,0,9,1,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
Wolverhampton Wanderers,2022,4-3-1-2,35,6,0,5,1,25.5,400.50,41,3,48.8,82.1,6.49,Inglaterra
AC Milan,2021,4-2-3-1,3200,553,61,359,28,25.3,546.95,73,3,54.2,83.3,6.81,Italia
AC Milan,2021,4-3-3,201,23,3,18,0,25.3,546.95,73,3,54.2,83.3,6.81,Italia
AC Milan,2021,4-4-2,129,24,5,13,1,25.3,546.95,73,3,54.2,83.3,6.81,Italia
AC Milan,2021,4-5-1,24,5,0,2,1,25.3,546.95,73,3,54.2,83.3,6.81,Italia
AC Milan,2021,5-3-2,23,1,0,12,1,25.3,546.95,73,3,54.2,83.3,6.81,Italia
Alaves,2021,4-2-3-1,1209,140,10,169,20,25.1,65.35,87,4,41.3,70.3,6.46,España
Alaves,2021,4-3-3,1089,99,15,166,25,25.1,65.35,87,4,41.3,70.3,6.46,España
Alaves,2021,4-4-2,1053,113,6,141,17,25.1,65.35,87,4,41.3,70.3,6.46,España
Alaves,2021,5-4-1,102,17,0,19,1,25.1,65.35,87,4,41.3,70.3,6.46,España
Alaves,2021,4-5-1,93,14,0,13,0,25.1,65.35,87,4,41.3,70.3,6.46,España
Alaves,2021,3-5-2,46,0,0,11,2,25.1,65.35,87,4,41.3,70.3,6.46,España
Angers,2021,3-5-2,2601,265,35,312,41,25.4,89.50,66,4,48.4,83.2,6.54,Francia
Angers,2021,5-3-2,466,64,6,59,6,25.4,89.50,66,4,48.4,83.2,6.54,Francia
Angers,2021,3-4-3,283,33,3,38,6,25.4,89.50,66,4,48.4,83.2,6.54,Francia
Angers,2021,5-4-1,109,14,0,15,1,25.4,89.50,66,4,48.4,83.2,6.54,Francia
Angers,2021,4-2-3-1,94,20,0,10,1,25.4,89.50,66,4,48.4,83.2,6.54,Francia
Arminia Bielefeld,2021,4-2-3-1,1492,147,9,239,28,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
Arminia Bielefeld,2021,4-4-2,567,74,4,96,10,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
Arminia Bielefeld,2021,4-3-3,471,57,6,98,7,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
Arminia Bielefeld,2021,4-3-1-2,468,53,4,68,4,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
Arminia Bielefeld,2021,3-5-2,140,26,2,24,4,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
Arminia Bielefeld,2021,4-5-1,32,3,1,7,0,24.6,65.85,53,2,39.9,71.7,6.5,Alemania
