Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
10,4-3-1-2,19,2,0,0,0,0.08+0.08,0.00,0.08,0.40,0.00,2018,Lazio
11,4-1-2-1-2,12,3,1,0,0,0.18-0.82,0.00,0.18,1.38,0.00,2018,Lazio
12,4-4-2,9,3,0,3,0,0.03+0.03,0.23+0.23,-0.20,0.30,2.31,2018,Lazio
13,5-4-1,6,0,0,1,0,0.00,0.02+0.02,-0.02,0.00,0.28,2018,Lazio
1,4-3-1-2,3197,435,50,468,41,46.69-3.31,49.88+8.88,-3.19,1.31,1.40,2018,Sampdoria
2,4-1-2-1-2,184,19,6,25,4,3.17-2.83,3.46-0.54,-0.28,1.55,1.69,2018,Sampdoria
3,4-2-3-1,80,16,2,3,2,2.19+0.19,1.02-0.98,1.17,2.46,1.14,2018,Sampdoria
4,4-4-2,67,8,1,12,4,0.69-0.31,1.82-2.18,-1.13,0.92,2.44,2018,Sampdoria
5,4-4-1-1,36,6,1,6,0,0.93-0.07,0.42+0.42,0.51,2.33,1.05,2018,Sampdoria
6,3-4-1-2,10,2,0,0,0,0.03+0.03,0.00,0.03,0.27,0.00,2018,Sampdoria
1,4-2-3-1,1211,196,28,160,15,25.73-2.27,13.89-1.11,11.84,1.91,1.03,2018,Bologna
2,3-5-2,886,111,8,147,15,7.93-0.07,15.64+0.64,-7.71,0.81,1.59,2018,Bologna
3,4-3-3,634,93,5,101,14,8.44+3.44,10.23-3.77,-1.79,1.20,1.45,2018,Bologna
4,3-1-4-2,376,47,2,66,6,4.27+2.27,7.31+1.31,-3.03,1.02,1.75,2018,Bologna
5,4-4-2,127,25,2,13,1,1.96-0.04,1.22+0.22,0.74,1.39,0.86,2018,Bologna
6,3-5-1-1,106,8,0,17,2,0.56+0.56,0.93-1.07,-0.38,0.47,0.79,2018,Bologna
7,4-4-1-1,94,8,1,16,0,0.63-0.37,1.00+1.00,-0.37,0.61,0.96,2018,Bologna
8,3-4-1-2,68,6,0,7,1,0.30+0.30,0.40-0.60,-0.10,0.39,0.53,2018,Bologna
9,4-3-1-2,48,5,2,7,1,1.43-0.57,0.45-0.55,0.98,2.68,0.85,2018,Bologna
10,5-3-2,19,2,0,5,1,0.09+0.09,1.60+0.60,-1.51,0.44,7.58,2018,Bologna
1,4-3-3,1807,273,23,231,32,24.63+1.63,30.64-1.36,-6.02,1.23,1.53,2018,Sassuolo
2,3-4-3,584,73,11,85,11,10.34-0.66,9.34-1.66,1.00,1.59,1.44,2018,Sassuolo
3,4-1-4-1,274,43,5,37,0,4.79-0.21,3.91+3.91,0.88,1.57,1.28,2018,Sassuolo
4,3-4-1-2,163,22,2,17,0,2.22+0.22,1.35+1.35,0.86,1.22,0.75,2018,Sassuolo
5,3-1-4-2,140,26,1,18,3,1.28+0.28,2.09-0.91,-0.81,0.82,1.34,2018,Sassuolo
6,3-5-2,138,9,2,33,4,1.69-0.31,5.24+1.24,-3.55,1.10,3.42,2018,Sassuolo
7,4-3-2-1,110,26,3,16,1,2.22-0.78,1.09+0.09,1.13,1.82,0.89,2018,Sassuolo
8,3-4-2-1,78,7,1,7,0,0.90-0.10,0.58+0.58,0.31,1.03,0.67,2018,Sassuolo
9,4-2-3-1,65,7,1,12,2,0.89-0.11,2.19+0.19,-1.30,1.23,3.03,2018,Sassuolo
10,4-2-2-2,64,6,0,13,3,0.15+0.15,3.38+0.38,-3.23,0.21,4.75,2018,Sassuolo
11,5-4-1,62,5,1,7,1,1.89+0.89,1.33+0.33,0.56,2.74,1.93,2018,Sassuolo
12,4-5-1,42,8,1,7,1,0.50-0.50,1.29+0.29,-0.79,1.08,2.76,2018,Sassuolo
13,5-3-2,28,3,1,4,2,0.60-0.40,1.13-0.87,-0.53,1.94,3.65,2018,Sassuolo
14,4-4-2,17,6,1,3,0,1.35+0.35,0.19+0.19,1.15,7.13,1.03,2018,Sassuolo
1,3-5-2,1727,225,24,301,26,22.36-1.64,29.48+3.48,-7.11,1.17,1.54,2018,Udinese
2,4-1-4-1,321,36,4,58,5,3.10-0.90,5.17+0.17,-2.07,0.87,1.45,2018,Udinese
3,3-1-4-2,281,56,3,40,5,4.77+1.77,4.08-0.92,0.69,1.53,1.31,2018,Udinese
4,5-3-2,241,19,0,49,1,1.91+1.91,5.47+4.47,-3.56,0.71,2.04,2018,Udinese
5,4-3-3,237,43,4,47,0,6.07+2.07,4.08+4.08,1.99,2.30,1.55,2018,Udinese
6,3-4-2-1,224,16,1,38,4,1.32+0.32,4.84+0.84,-3.52,0.53,1.94,2018,Udinese
7,4-4-1-1,213,29,3,22,4,2.84-0.16,3.24-0.76,-0.40,1.20,1.37,2018,Udinese
8,3-5-1-1,134,20,0,29,3,1.33+1.33,3.19+0.19,-1.86,0.90,2.14,2018,Udinese
9,4-2-3-1,95,6,0,14,1,0.17+0.17,1.11+0.11,-0.94,0.16,1.05,2018,Udinese
10,3-4-1-2,81,11,0,17,3,0.30+0.30,2.39-0.61,-2.10,0.33,2.66,2018,Udinese
11,4-4-2,17,3,0,4,1,0.11+0.11,0.60-0.40,-0.50,0.57,3.19,2018,Udinese
12,3-4-3,14,0,0,1,0,0.00,0.31+0.31,-0.31,0.00,1.98,2018,Udinese
1,3-5-2,2655,359,32,395,44,33.12+1.12,41.47-2.53,-8.35,1.12,1.41,2018,SPAL_2013
2,4-4-2,313,28,2,43,6,1.97-0.03,4.72-1.28,-2.75,0.57,1.36,2018,SPAL_2013
3,5-3-2,198,30,2,30,2,2.34+0.34,2.76+0.76,-0.42,1.06,1.25,2018,SPAL_2013
4,3-1-4-2,187,12,3,43,0,2.12-0.88,2.65+2.65,-0.53,1.02,1.28,2018,SPAL_2013
5,4-3-1-2,85,9,0,14,2,0.34+0.34,2.11+0.11,-1.76,0.36,2.23,2018,SPAL_2013
6,4-1-4-1,36,6,1,6,1,1.23+0.23,0.73-0.27,0.50,3.07,1.82,2018,SPAL_2013
7,4-3-2-1,24,3,0,3,0,0.31+0.31,0.12+0.12,0.19,1.17,0.45,2018,SPAL_2013
8,4-3-3,23,4,1,5,0,0.15-0.85,0.25+0.25,-0.10,0.57,0.98,2018,SPAL_2013
9,4-2-3-1,18,6,2,2,0,0.80-1.20,0.20+0.20,0.60,3.98,0.98,2018,SPAL_2013
10,3-4-3,16,5,1,1,1,1.20+0.20,0.09-0.91,1.11,6.74,0.50,2018,SPAL_2013
11,4-1-2-1-2,3,1,0,0,0,0.03+0.03,0.00,0.03,0.77,0.00,2018,SPAL_2013
1,4-3-3,2037,337,30,264,22,33.79+3.79,26.15+4.15,7.64,1.49,1.16,2018,Fiorentina
2,3-5-1-1,234,30,0,27,2,2.54+2.54,3.13+1.13,-0.59,0.98,1.20,2018,Fiorentina
3,4-1-4-1,189,33,4,27,4,4.13+0.13,1.55-2.45,2.58,1.97,0.74,2018,Fiorentina
4,4-4-2,187,30,2,31,5,3.08+1.08,3.16-1.84,-0.07,1.48,1.52,2018,Fiorentina
5,3-4-1-2,187,34,4,22,2,2.36-1.64,2.42+0.42,-0.06,1.14,1.17,2018,Fiorentina
6,4-3-1-2,140,21,4,22,3,2.17-1.83,2.39-0.61,-0.22,1.39,1.53,2018,Fiorentina
7,4-2-3-1,130,25,1,14,1,1.55+0.55,0.88-0.12,0.67,1.07,0.61,2018,Fiorentina
8,3-1-4-2,125,18,0,6,0,1.17+1.17,0.17+0.17,0.99,0.84,0.12,2018,Fiorentina
9,3-4-3,95,15,0,13,0,0.65+0.65,3.03+3.03,-2.39,0.61,2.87,2018,Fiorentina
10,3-5-2,88,24,0,11,1,2.44+2.44,0.95-0.05,1.49,2.50,0.97,2018,Fiorentina
11,3-4-2-1,87,8,1,19,3,0.36-0.64,1.85-1.15,-1.49,0.37,1.91,2018,Fiorentina
12,4-3-2-1,49,7,0,3,0,1.18+1.18,0.19+0.19,0.99,2.17,0.35,2018,Fiorentina
13,5-3-2,15,2,0,4,2,0.21+0.21,0.93-1.07,-0.72,1.27,5.61,2018,Fiorentina
14,4-4-1-1,14,0,0,3,0,0.00,0.37+0.37,-0.37,0.00,2.39,2018,Fiorentina
15,5-4-1,12,1,1,4,0,0.04-0.96,0.17+0.17,-0.12,0.32,1.26,2018,Fiorentina
1,4-3-1-2,3149,395,32,504,43,37.52+5.52,53.41+10.41,-15.89,1.07,1.53,2018,Cagliari
2,4-4-2,172,17,0,31,5,1.28+1.28,6.06+1.06,-4.78,0.67,3.17,2018,Cagliari
3,5-3-2,101,4,1,26,2,0.31-0.69,1.90-0.10,-1.59,0.28,1.69,2018,Cagliari
4,4-4-1-1,71,1,0,15,2,0.14+0.14,3.04+1.04,-2.90,0.18,3.85,2018,Cagliari
5,3-5-2,48,6,1,11,1,1.26+0.26,1.62+0.62,-0.35,2.37,3.03,2018,Cagliari
6,4-1-3-2,27,7,1,4,1,0.60-0.40,0.32-0.68,0.29,2.02,1.06,2018,Cagliari
7,4-2-3-1,24,5,1,4,0,1.29+0.29,0.20+0.20,1.09,4.85,0.75,2018,Cagliari
1,4-3-3,2799,282,32,612,47,34.29+2.29,53.21+6.21,-18.92,1.10,1.71,2018,Parma_Calcio_1913
2,3-5-2,283,29,5,51,6,4.15-0.85,7.26+1.26,-3.11,1.32,2.31,2018,Parma_Calcio_1913
3,3-4-2-1,168,15,0,27,3,1.10+1.10,2.52-0.48,-1.42,0.59,1.35,2018,Parma_Calcio_1913
4,4-4-2,115,14,2,17,1,2.05+0.05,0.96-0.04,1.09,1.60,0.75,2018,Parma_Calcio_1913
5,3-4-3,111,8,1,24,2,0.55-0.45,2.74+0.74,-2.18,0.45,2.22,2018,Parma_Calcio_1913
6,4-4-1-1,26,2,1,8,2,0.36-0.64,1.74-0.26,-1.37,1.26,6.01,2018,Parma_Calcio_1913
7,3-5-1-1,21,1,0,5,0,0.01+0.01,0.13+0.13,-0.11,0.05,0.54,2018,Parma_Calcio_1913
8,5-4-1,21,1,0,6,0,0.30+0.30,0.27+0.27,0.03,1.28,1.16,2018,Parma_Calcio_1913
9,4-2-2-2,14,0,0,3,0,0.00,0.51+0.51,-0.51,0.00,3.29,2018,Parma_Calcio_1913
10,5-3-2,12,2,0,3,0,0.07+0.07,0.22+0.22,-0.15,0.50,1.62,2018,Parma_Calcio_1913
11,4-1-4-1,4,1,0,0,0,0.12+0.12,0.00,0.12,2.63,0.00,2018,Parma_Calcio_1913
1,3-4-1-2,717,103,12,117,17,8.72-3.28,13.87-3.13,-5.15,1.09,1.74,2018,Genoa
2,3-1-4-2,628,95,8,102,10,10.70+2.70,12.95+2.95,-2.26,1.53,1.86,2018,Genoa
3,4-4-2,421,74,3,45,5,5.31+2.31,4.83-0.17,0.48,1.13,1.03,2018,Genoa
4,3-5-2,348,33,1,61,6,2.54+1.54,6.53+0.53,-3.99,0.66,1.69,2018,Genoa
5,4-4-1-1,295,36,4,54,6,4.56+0.56,5.80-0.20,-1.24,1.39,1.77,2018,Genoa
6,4-3-1-2,283,54,4,21,1,3.18-0.82,2.11+1.11,1.08,1.01,0.67,2018,Genoa
7,4-3-3,269,47,4,34,4,4.80+0.80,5.28+1.28,-0.48,1.61,1.77,2018,Genoa
8,4-1-4-1,165,28,0,19,1,1.83+1.83,1.24+0.24,0.58,1.00,0.68,2018,Genoa
9,4-5-1,133,17,1,19,2,1.69+0.69,1.79-0.21,-0.10,1.14,1.21,2018,Genoa
10,5-3-2,108,19,0,16,1,1.35+1.35,1.47+0.47,-0.12,1.13,1.22,2018,Genoa
11,4-1-2-1-2,107,16,2,21,3,1.93-0.07,2.86-0.14,-0.93,1.62,2.40,2018,Genoa
12,3-2-4-1,49,4,0,9,1,0.23+0.23,0.49-0.51,-0.26,0.42,0.90,2018,Genoa
13,4-2-3-1,30,9,0,2,0,0.47+0.47,0.34+0.34,0.13,1.41,1.02,2018,Genoa
1,5-3-2,850,104,12,133,16,14.48+2.48,13.23-2.77,1.25,1.53,1.40,2018,Empoli
2,3-5-2,822,94,12,139,15,13.76+1.76,15.51+0.51,-1.76,1.51,1.70,2018,Empoli
3,4-3-1-2,728,109,9,118,14,9.57+0.57,11.44-2.56,-1.87,1.18,1.41,2018,Empoli
4,3-1-4-2,462,53,10,111,6,8.44-1.56,9.13+3.13,-0.70,1.64,1.78,2018,Empoli
5,4-3-2-1,455,63,4,100,9,5.98+1.98,10.39+1.39,-4.42,1.18,2.06,2018,Empoli
6,3-5-1-1,104,13,2,13,4,1.37-0.63,2.51-1.49,-1.14,1.18,2.17,2018,Empoli
7,4-1-2-1-2,48,10,1,7,2,1.40+0.40,1.52-0.48,-0.11,2.63,2.84,2018,Empoli
8,3-4-1-2,42,3,1,5,2,0.71-0.29,0.92-1.08,-0.21,1.53,1.97,2018,Empoli
9,4-3-3,22,6,0,0,0,0.24+0.24,0.00,0.24,0.97,0.00,2018,Empoli
10,4-1-4-1,15,4,0,2,2,0.20+0.20,0.97-1.03,-0.77,1.19,5.82,2018,Empoli
11,4-1-3-2,14,2,0,1,0,0.09+0.09,0.05+0.05,0.04,0.59,0.31,2018,Empoli
12,4-2-3-1,7,0,0,2,0,0.00,0.10+0.10,-0.10,0.00,1.27,2018,Empoli
13,5-4-1,5,0,0,2,0,0.00,0.08+0.08,-0.08,0.00,1.39,2018,Empoli
1,3-5-2,1653,191,14,298,29,15.17+1.17,28.62-0.38,-13.45,0.83,1.56,2018,Frosinone
2,5-3-2,556,49,0,114,16,3.59+3.59,14.48-1.52,-10.89,0.58,2.34,2018,Frosinone
3,3-4-2-1,418,54,1,86,10,3.16+2.16,8.87-1.13,-5.70,0.68,1.91,2018,Frosinone
4,3-4-3,381,60,7,57,4,5.71-1.29,3.19-0.81,2.52,1.35,0.75,2018,Frosinone
5,3-4-1-2,335,57,5,48,10,5.98+0.98,7.60-2.40,-1.62,1.61,2.04,2018,Frosinone
6,4-4-2,69,10,1,18,0,0.87-0.13,1.44+1.44,-0.57,1.14,1.88,2018,Frosinone
7,4-2-2-2,50,12,0,3,0,0.53+0.53,0.48+0.48,0.05,0.96,0.87,2018,Frosinone
8,4-3-3,28,7,1,0,0,1.11+0.11,0.00,1.11,3.56,0.00,2018,Frosinone
9,4-3-1-2,24,7,0,4,0,0.28+0.28,0.63+0.63,-0.35,1.06,2.37,2018,Frosinone
10,4-2-3-1,22,5,0,2,0,0.71+0.71,0.39+0.39,0.32,2.90,1.59,2018,Frosinone
11,4-3-2-1,21,4,0,2,0,0.11+0.11,0.08+0.08,0.03,0.47,0.36,2018,Frosinone
12,3-5-1-1,14,0,0,4,0,0.00,0.17+0.17,-0.17,0.00,1.07,2018,Frosinone
1,4-3-1-2,1147,143,6,180,24,12.67+6.67,19.10-4.90,-6.44,0.99,1.50,2018,Chievo
2,3-4-1-2,744,72,5,120,13,6.99+1.99,11.34-1.66,-4.34,0.85,1.37,2018,Chievo
3,4-1-2-1-2,637,76,6,99,8,7.05+1.05,10.97+2.97,-3.92,1.00,1.55,2018,Chievo
4,4-3-3,305,26,3,69,11,3.48+0.48,8.31-2.69,-4.83,1.03,2.45,2018,Chievo
5,4-4-2,193,22,1,40,4,0.73-0.27,4.12+0.12,-3.39,0.34,1.92,2018,Chievo
6,5-3-2,160,10,0,26,5,0.90+0.90,3.64-1.36,-2.75,0.51,2.05,2018,Chievo
7,3-1-4-2,93,18,2,15,2,2.25+0.25,1.86-0.14,0.39,2.18,1.80,2018,Chievo
8,3-5-2,90,3,1,17,5,0.86-0.14,2.17-2.83,-1.32,0.86,2.17,2018,Chievo
9,4-5-1,82,8,0,16,2,0.68+0.68,2.95+0.95,-2.27,0.75,3.24,2018,Chievo
10,3-5-1-1,50,1,0,11,1,0.03+0.03,0.56-0.44,-0.53,0.05,1.02,2018,Chievo
11,3-4-3,33,8,1,3,0,1.67+0.67,0.30+0.30,1.37,4.55,0.81,2018,Chievo
12,4-4-1-1,14,1,0,4,0,0.03+0.03,0.12+0.12,-0.09,0.16,0.77,2018,Chievo
13,4-2-3-1,10,1,0,0,0,0.05+0.05,0.00,0.05,0.47,0.00,2018,Chievo
1,4-2-2-2,1200,236,47,137,16,45.18-1.82,13.39-2.61,31.79,3.39,1.00,2019,Paris_Saint_Germain
2,4-3-3,905,139,20,92,6,22.61+2.61,6.90+0.90,15.71,2.25,0.69,2019,Paris_Saint_Germain
3,4-2-3-1,319,54,6,32,1,9.22+3.22,2.48+1.48,6.74,2.60,0.70,2019,Paris_Saint_Germain
4,3-4-2-1,35,14,0,1,0,2.19+2.19,0.07+0.07,2.12,5.63,0.17,2019,Paris_Saint_Germain
5,3-4-3,33,7,2,2,1,2.30+0.30,0.39-0.61,1.90,6.26,1.07,2019,Paris_Saint_Germain
6,4-1-2-1-2,15,2,0,2,0,0.14+0.14,0.16+0.16,-0.03,0.81,0.96,2019,Paris_Saint_Germain
7,3-5-2,2,0,0,2,0,0.00,0.04+0.04,-0.04,0.00,1.96,2019,Paris_Saint_Germain
1,4-3-3,1821,264,32,181,20,31.85-0.15,22.97+2.97,8.88,1.57,1.14,2019,Marseille
2,4-2-3-1,460,69,8,64,8,5.57-2.43,9.74+1.74,-4.18,1.09,1.91,2019,Marseille
3,4-1-4-1,163,22,0,14,0,0.67+0.67,1.24+1.24,-0.57,0.37,0.68,2019,Marseille
4,4-4-1-1,107,11,0,15,0,0.58+0.58,0.73+0.73,-0.16,0.48,0.62,2019,Marseille
5,4-4-2,73,11,0,7,1,0.42+0.42,1.07+0.07,-0.65,0.52,1.31,2019,Marseille
6,5-4-1,11,1,1,1,0,0.76-0.24,0.01+0.01,0.75,6.22,0.12,2019,Marseille
1,4-4-2,1681,226,22,215,15,22.89+0.89,15.86+0.86,7.04,1.23,0.85,2019,Rennes
2,5-3-2,682,74,9,109,6,8.09-0.91,10.33+4.33,-2.24,1.07,1.36,2019,Rennes
3,4-3-3,91,16,5,11,0,3.18-1.82,0.94+0.94,2.24,3.15,0.93,2019,Rennes
4,4-2-3-1,75,17,2,10,1,2.58+0.58,1.06+0.06,1.52,3.10,1.27,2019,Rennes
5,4-4-1-1,74,6,0,7,0,0.34+0.34,0.17+0.17,0.17,0.41,0.20,2019,Rennes
6,4-1-4-1,42,6,0,5,1,0.32+0.32,0.89-0.11,-0.57,0.68,1.91,2019,Rennes
7,5-4-1,6,0,0,1,0,0.00,0.07+0.07,-0.07,0.00,1.00,2019,Rennes
8,3-4-1-2,6,0,0,1,1,0.00,0.08-0.92,-0.08,0.00,1.19,2019,Rennes
1,4-2-3-1,1545,196,18,178,19,22.46+4.46,21.06+2.06,1.41,1.31,1.23,2019,Lille
2,4-4-2,449,69,8,42,1,9.79+1.79,2.23+1.23,7.56,1.96,0.45,2019,Lille
3,4-2-2-2,351,53,6,35,4,7.01+1.01,6.49+2.49,0.52,1.80,1.66,2019,Lille
4,3-4-3,170,15,3,12,1,1.80-1.20,0.67-0.33,1.13,0.95,0.35,2019,Lille
5,5-3-2,93,13,0,11,2,0.75+0.75,2.68+0.68,-1.93,0.72,2.59,2019,Lille
6,4-4-1-1,15,1,0,0,0,0.12+0.12,0.00,0.12,0.70,0.00,2019,Lille
7,3-4-1-2,13,4,0,1,0,0.13+0.13,0.13+0.13,-0.00,0.91,0.93,2019,Lille
1,4-2-3-1,1823,235,15,198,15,20.71+5.71,18.84+3.84,1.87,1.02,0.93,2019,Reims
2,4-3-3,493,60,7,48,4,5.81-1.19,4.62+0.62,1.20,1.06,0.84,2019,Reims
3,4-4-1-1,136,16,2,18,1,1.64-0.36,0.78-0.22,0.86,1.09,0.51,2019,Reims
4,4-4-2,100,8,0,11,1,0.31+0.31,1.55+0.55,-1.23,0.28,1.39,2019,Reims
5,4-1-4-1,74,10,2,9,0,0.57-1.43,1.51+1.51,-0.94,0.70,1.84,2019,Reims
1,4-3-3,1253,146,19,181,21,17.70-1.30,20.98-0.02,-3.28,1.27,1.51,2019,Nice
2,4-4-1-1,595,101,14,92,6,12.70-1.30,9.16+3.16,3.54,1.92,1.39,2019,Nice
3,4-2-3-1,204,32,1,29,5,2.53+1.53,5.88+0.88,-3.35,1.11,2.59,2019,Nice
4,3-1-4-2,94,12,2,11,0,0.70-1.30,0.73+0.73,-0.03,0.67,0.70,2019,Nice
5,3-4-3,92,11,1,12,1,0.46-0.54,2.03+1.03,-1.57,0.45,1.99,2019,Nice
6,3-5-2,89,8,0,13,2,0.48+0.48,1.44-0.56,-0.96,0.48,1.46,2019,Nice
7,4-1-4-1,89,14,1,14,1,1.31+0.31,1.32+0.32,-0.01,1.33,1.34,2019,Nice
8,4-4-2,76,5,1,14,1,0.93-0.07,0.97-0.03,-0.04,1.10,1.15,2019,Nice
9,3-4-1-2,63,7,1,14,1,0.83-0.17,1.59+0.59,-0.76,1.19,2.28,2019,Nice
10,5-4-1,38,3,1,5,0,0.70-0.30,0.15+0.15,0.54,1.65,0.37,2019,Nice
11,3-5-1-1,24,1,0,4,0,0.07+0.07,0.21+0.21,-0.14,0.25,0.78,2019,Nice
12,5-3-2,13,0,0,2,0,0.00,0.40+0.40,-0.40,0.00,2.75,2019,Nice
13,4-3-1-2,9,0,0,2,0,0.00,0.13+0.13,-0.13,0.00,1.30,2019,Nice
1,4-3-3,1039,142,21,109,9,14.79-6.21,8.96-0.04,5.82,1.28,0.78,2019,Lyon
2,4-2-3-1,764,101,12,98,11,9.97-2.03,10.42-0.58,-0.46,1.17,1.23,2019,Lyon
3,4-4-2,233,52,5,32,2,4.93-0.07,3.08+1.08,1.85,1.90,1.19,2019,Lyon
4,3-4-1-2,193,18,2,13,1,1.93-0.07,0.84-0.16,1.09,0.90,0.39,2019,Lyon
5,3-5-2,139,16,0,32,2,1.14+1.14,2.32+0.32,-1.18,0.74,1.50,2019,Lyon
6,4-4-1-1,80,10,0,7,0,0.41+0.41,0.24+0.24,0.17,0.47,0.28,2019,Lyon
7,4-1-2-1-2,54,8,1,7,1,1.53+0.53,0.87-0.13,0.65,2.55,1.46,2019,Lyon
8,4-1-4-1,48,5,0,7,1,0.41+0.41,0.68-0.32,-0.27,0.77,1.27,2019,Lyon
9,3-4-3,37,6,1,2,0,1.03+0.03,0.04+0.04,0.99,2.50,0.09,2019,Lyon
10,4-2-2-2,24,2,0,1,0,0.27+0.27,0.27+0.27,-0.00,1.02,1.02,2019,Lyon
11,4-1-3-2,10,0,0,4,0,0.00,0.13+0.13,-0.13,0.00,1.19,2019,Lyon
1,3-4-1-2,1549,224,23,223,18,26.12+3.12,17.29-0.71,8.83,1.52,1.00,2019,Montpellier
2,3-5-2,201,23,2,30,3,2.41+0.41,2.74-0.26,-0.33,1.08,1.23,2019,Montpellier
3,5-3-2,168,16,2,25,5,0.98-1.02,4.91-0.09,-3.93,0.52,2.63,2019,Montpellier
4,3-1-4-2,161,22,3,12,1,2.09-0.91,1.13+0.13,0.96,1.17,0.63,2019,Montpellier
5,3-5-1-1,116,12,0,20,2,1.04+1.04,1.33-0.67,-0.29,0.81,1.03,2019,Montpellier
6,4-4-1-1,109,8,0,20,3,0.47+0.47,2.81-0.19,-2.35,0.38,2.32,2019,Montpellier
7,3-4-2-1,102,11,0,15,1,0.94+0.94,2.14+1.14,-1.19,0.83,1.88,2019,Montpellier
8,4-3-1-2,102,22,2,14,0,1.69-0.31,0.78+0.78,0.92,1.50,0.69,2019,Montpellier
9,4-2-3-1,51,9,2,6,0,0.59-1.41,0.36+0.36,0.22,1.03,0.64,2019,Montpellier
10,4-1-2-1-2,28,6,1,3,1,0.63-0.37,0.35-0.65,0.28,2.04,1.13,2019,Montpellier
11,4-3-3,26,2,0,4,0,0.11+0.11,0.68+0.68,-0.57,0.39,2.35,2019,Montpellier
12,5-4-1,12,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.24,2019,Montpellier
1,3-5-2,732,107,13,104,11,15.32+2.32,11.79+0.79,3.54,1.88,1.45,2019,Monaco
2,4-2-3-1,485,64,5,69,11,7.55+2.55,9.60-1.40,-2.05,1.40,1.78,2019,Monaco
3,4-4-2,442,76,12,60,10,10.90-1.10,7.80-2.20,3.09,2.22,1.59,2019,Monaco
4,4-3-3,306,33,3,44,5,4.03+1.03,3.87-1.13,0.16,1.18,1.14,2019,Monaco
5,4-3-1-2,256,32,3,39,1,2.40-0.60,3.70+2.70,-1.30,0.84,1.30,2019,Monaco
6,3-4-1-2,172,31,3,23,2,3.69+0.69,2.37+0.37,1.32,1.93,1.24,2019,Monaco
7,5-4-1,140,22,5,17,1,4.13-0.87,1.18+0.18,2.95,2.66,0.76,2019,Monaco
8,4-4-1-1,93,13,0,13,3,1.63+1.63,2.00-1.00,-0.37,1.58,1.94,2019,Monaco
1,4-1-4-1,2045,287,22,205,25,21.37-0.63,19.67-5.33,1.70,0.94,0.87,2019,Angers
2,4-5-1,185,23,2,20,4,3.56+1.56,4.22+0.22,-0.66,1.73,2.05,2019,Angers
3,5-3-2,154,16,1,18,2,1.44+0.44,2.09+0.09,-0.65,0.84,1.22,2019,Angers
4,5-4-1,76,6,0,10,2,0.44+0.44,1.37-0.63,-0.93,0.52,1.62,2019,Angers
5,4-3-3,71,16,0,5,0,0.59+0.59,0.15+0.15,0.45,0.75,0.19,2019,Angers
6,4-4-2,61,11,2,7,0,0.85-1.15,0.76+0.76,0.09,1.25,1.12,2019,Angers
7,3-4-1-2,13,0,0,2,0,0.00,0.11+0.11,-0.11,0.00,0.77,2019,Angers
8,4-4-1-1,13,1,0,1,0,0.06+0.06,0.02+0.02,0.04,0.42,0.14,2019,Angers
9,4-2-3-1,7,3,1,0,0,0.51-0.49,0.00,0.51,6.59,0.00,2019,Angers
1,4-1-2-1-2,774,110,17,80,10,14.07-2.93,8.63-1.37,5.44,1.64,1.00,2019,Strasbourg
2,3-4-1-2,302,49,2,34,5,3.70+1.70,4.73-0.27,-1.03,1.10,1.41,2019,Strasbourg
3,3-5-1-1,286,28,1,30,4,2.86+1.86,4.38+0.38,-1.53,0.90,1.38,2019,Strasbourg
4,4-2-3-1,285,32,3,14,1,3.64+0.64,1.56+0.56,2.08,1.15,0.49,2019,Strasbourg
5,5-3-2,178,20,0,37,5,1.38+1.38,5.27+0.27,-3.89,0.70,2.67,2019,Strasbourg
6,4-4-2,128,21,1,11,0,2.04+1.04,1.09+1.09,0.95,1.43,0.76,2019,Strasbourg
7,3-4-2-1,104,7,1,14,0,0.53-0.47,1.31+1.31,-0.79,0.46,1.14,2019,Strasbourg
8,3-5-2,98,8,1,12,0,0.39-0.61,1.34+1.34,-0.95,0.36,1.23,2019,Strasbourg
9,3-4-3,95,14,0,9,1,1.17+1.17,1.02+0.02,0.15,1.11,0.97,2019,Strasbourg
10,4-4-1-1,94,10,0,11,2,0.33+0.33,1.60-0.40,-1.27,0.31,1.53,2019,Strasbourg
11,4-3-3,82,13,1,6,3,2.56+1.56,1.43-1.57,1.13,2.81,1.57,2019,Strasbourg
12,4-5-1,61,9,3,7,1,1.07-1.93,0.93-0.07,0.14,1.58,1.37,2019,Strasbourg
13,4-3-1-2,27,4,1,5,0,0.14-0.86,0.29+0.29,-0.15,0.47,0.98,2019,Strasbourg
14,4-1-4-1,13,1,1,1,0,0.76-0.24,0.34+0.34,0.42,5.26,2.39,2019,Strasbourg
15,4-3-2-1,9,1,0,1,0,0.02+0.02,0.07+0.07,-0.05,0.20,0.67,2019,Strasbourg
1,3-4-2-1,1413,150,23,186,15,13.27-9.73,16.91+1.91,-3.65,0.84,1.08,2019,Bordeaux
2,4-2-3-1,854,107,10,110,9,11.81+1.81,8.54-0.46,3.27,1.24,0.90,2019,Bordeaux
3,3-4-3,170,32,4,19,2,3.22-0.78,1.94-0.06,1.28,1.70,1.03,2019,Bordeaux
4,3-4-1-2,55,4,0,12,2,0.17+0.17,1.69-0.31,-1.52,0.28,2.76,2019,Bordeaux
